age;workclass;education;education.num;marital.status;occupation;relationship;race;sex;capital.gain;capital.loss;hours.per.week;native.country;renda.anual
(<21.5); Private;12th;(<8.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;12th;(<8.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;10th;(<8.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Priv-house-serv; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;10th;(<8.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;9th;(<8.5); Never-married; Craft-repair; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Local-gov;10th;(<8.5); Never-married; Protective-serv; Own-child; White; Female;(<57);(1568.5-1820.5);(39.5-41.5); United-States;<=50K
(<21.5); Local-gov;11th;(<8.5); Never-married; Prof-specialty; Own-child; Black; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Local-gov;12th;(<8.5); Never-married; Adm-clerical; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Adm-clerical; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Transport-moving; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;9th;(<8.5); Never-married; Other-service; Unmarried; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;10th;(<8.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Handlers-cleaners; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Craft-repair; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;10th;(<8.5); Never-married; Craft-repair; Not-in-family; White; Male;(57-3048);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); Canada;<=50K
(<21.5); Private;12th;(<8.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;10th;(<8.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;10th;(<8.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;10th;(<8.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;10th;(<8.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Sales; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;10th;(<8.5); Never-married; Other-service; Own-child; Black; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;10th;(<8.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;12th;(<8.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Adm-clerical; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(<34.5); Peru;<=50K
(<21.5); Private;10th;(<8.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;10th;(<8.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Adm-clerical; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Craft-repair; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Other-service; Not-in-family; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;12th;(<8.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;12th;(<8.5); Never-married; Prof-specialty; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;10th;(<8.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;9th;(<8.5); Never-married; Other-service; Own-child; Black; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private;10th;(<8.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;10th;(<8.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Adm-clerical; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Prof-specialty; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Local-gov;11th;(<8.5); Never-married; Protective-serv; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Handlers-cleaners; Not-in-family; Black; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Self-emp-not-inc;12th;(<8.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;9th;(<8.5); Never-married; Sales; Own-child; Black; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Other-service; Other-relative; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;10th;(<8.5); Never-married; Sales; Other-relative; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;9th;(<8.5); Never-married; Machine-op-inspct; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Federal-gov;11th;(<8.5); Never-married; Adm-clerical; Not-in-family; Black; Female;(<57);(1568.5-1820.5);(39.5-41.5); United-States;<=50K
(<21.5); Private;9th;(<8.5); Never-married; Sales; Other-relative; Other; Female;(<57);(<1551.5);(<34.5); Mexico;<=50K
(<21.5); Private;10th;(<8.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;12th;(<8.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;10th;(<8.5); Never-married; Priv-house-serv; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;12th;(<8.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;10th;(<8.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;10th;(<8.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;10th;(<8.5); Never-married; Other-service; Own-child; White; Female;(<57);(1568.5-1820.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;10th;(<8.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;10th;(<8.5); Never-married; Sales; Own-child; Black; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Sales; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Sales; Own-child; White; Female;(57-3048);(<1551.5);(<34.5); India;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Sales; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;10th;(<8.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Sales; Own-child; Black; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Adm-clerical; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Local-gov;11th;(<8.5); Never-married; Craft-repair; Own-child; White; Male;(<57);(<1551.5);(34.5-39.5); United-States;<=50K
(<21.5); Private;10th;(<8.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Craft-repair; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;7th-8th;(<8.5); Never-married; Sales; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;10th;(<8.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;9th;(<8.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;10th;(<8.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Local-gov;10th;(<8.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;9th;(<8.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(1568.5-1820.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;10th;(<8.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Other-service; Other-relative; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Other-service; Not-in-family; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;10th;(<8.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Adm-clerical; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;10th;(<8.5); Never-married; Other-service; Own-child; White; Female;(<57);(1568.5-1820.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Other-service; Other-relative; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(1568.5-1820.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Adm-clerical; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;10th;(<8.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Handlers-cleaners; Own-child; Amer-Indian-Eskimo; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;9th;(<8.5); Never-married; Other-service; Own-child; Black; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private;10th;(<8.5); Never-married; Priv-house-serv; Other-relative; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Craft-repair; Own-child; White; Male;(57-3048);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private;12th;(<8.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(34.5-39.5); United-States;<=50K
(<21.5); Local-gov;9th;(<8.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(41.5-49.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Other-service; Own-child; Black; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;10th;(<8.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Sales; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;10th;(<8.5); Never-married; Sales; Unmarried; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Priv-house-serv; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;12th;(<8.5); Never-married; Adm-clerical; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Exec-managerial; Own-child; White; Female;(<57);(<1551.5);(34.5-39.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;10th;(<8.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Sales; Not-in-family; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); State-gov;11th;(<8.5); Never-married; Adm-clerical; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Other-service; Other-relative; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;12th;(<8.5); Never-married; Machine-op-inspct; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Adm-clerical; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Other-service; Not-in-family; White; Female;(<57);(<1551.5);(41.5-49.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Machine-op-inspct; Own-child; White; Female;(<57);(<1551.5);(39.5-41.5); Dominican-Republic;<=50K
(<21.5); Private;12th;(<8.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Sales; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Local-gov;11th;(<8.5); Never-married; Adm-clerical; Other-relative; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
